LSOA,IUC,IUCd
E01022543,6,e-Mainstream
E01022546,3,e-Veterans
E01022547,5,e-Rational Utilitarians
E01022548,7,Passive and Uncommitted Users
E01022549,7,Passive and Uncommitted Users
E01022550,7,Passive and Uncommitted Users
E01022551,7,Passive and Uncommitted Users
E01022552,7,Passive and Uncommitted Users
E01022553,5,e-Rational Utilitarians
E01022554,5,e-Rational Utilitarians
E01022555,6,e-Mainstream
E01022556,8,Digital Seniors
E01022557,5,e-Rational Utilitarians
E01022558,3,e-Veterans
E01022559,3,e-Veterans
E01022560,3,e-Veterans
E01022561,5,e-Rational Utilitarians
E01022562,5,e-Rational Utilitarians
E01022563,5,e-Rational Utilitarians
E01022564,5,e-Rational Utilitarians
E01022565,6,e-Mainstream
E01022566,6,e-Mainstream
E01022567,7,Passive and Uncommitted Users
E01022568,7,Passive and Uncommitted Users
E01022569,5,e-Rational Utilitarians
E01022570,6,e-Mainstream
E01022571,3,e-Veterans
E01022572,3,e-Veterans
E01022573,5,e-Rational Utilitarians
E01022574,6,e-Mainstream
E01022575,7,Passive and Uncommitted Users
E01022576,7,Passive and Uncommitted Users
E01022577,5,e-Rational Utilitarians
E01022578,5,e-Rational Utilitarians
E01022579,7,Passive and Uncommitted Users
E01022580,5,e-Rational Utilitarians
E01022581,3,e-Veterans
E01022582,3,e-Veterans
E01022583,5,e-Rational Utilitarians
E01022584,6,e-Mainstream
E01022585,3,e-Veterans
E01022586,3,e-Veterans
E01022587,5,e-Rational Utilitarians
E01022588,5,e-Rational Utilitarians
E01022589,5,e-Rational Utilitarians
E01022590,5,e-Rational Utilitarians
E01022591,5,e-Rational Utilitarians
E01022592,5,e-Rational Utilitarians
E01022593,5,e-Rational Utilitarians
E01022594,5,e-Rational Utilitarians
E01022595,3,e-Veterans
E01022596,5,e-Rational Utilitarians
E01022597,3,e-Veterans
E01022599,5,e-Rational Utilitarians
E01022600,5,e-Rational Utilitarians
E01022601,5,e-Rational Utilitarians
E01022602,5,e-Rational Utilitarians
E01022603,5,e-Rational Utilitarians
E01022604,5,e-Rational Utilitarians
E01022605,3,e-Veterans
E01022606,3,e-Veterans
E01022607,5,e-Rational Utilitarians
E01022608,3,e-Veterans
E01022610,5,e-Rational Utilitarians
E01022611,5,e-Rational Utilitarians
E01022613,3,e-Veterans
E01022614,8,Digital Seniors
E01022615,5,e-Rational Utilitarians
E01022616,8,Digital Seniors
E01022617,5,e-Rational Utilitarians
E01022618,5,e-Rational Utilitarians
E01022619,3,e-Veterans
E01022620,6,e-Mainstream
E01022621,7,Passive and Uncommitted Users
E01022622,5,e-Rational Utilitarians
E01022623,6,e-Mainstream
E01022624,5,e-Rational Utilitarians
E01022625,5,e-Rational Utilitarians
E01022627,5,e-Rational Utilitarians
E01022628,5,e-Rational Utilitarians
E01022629,5,e-Rational Utilitarians
E01022630,5,e-Rational Utilitarians
E01022631,5,e-Rational Utilitarians
E01022632,5,e-Rational Utilitarians
E01022633,5,e-Rational Utilitarians
E01022634,6,e-Mainstream
E01022635,6,e-Mainstream
E01022636,3,e-Veterans
E01022639,2,e-Professionals
E01022640,3,e-Veterans
E01022641,3,e-Veterans
E01022642,3,e-Veterans
E01022643,5,e-Rational Utilitarians
E01022644,5,e-Rational Utilitarians
E01022645,8,Digital Seniors
E01022646,6,e-Mainstream
E01022647,5,e-Rational Utilitarians
E01022648,8,Digital Seniors
E01022649,7,Passive and Uncommitted Users
E01022650,5,e-Rational Utilitarians
E01022651,3,e-Veterans
E01022652,8,Digital Seniors
E01022653,5,e-Rational Utilitarians
E01022654,3,e-Veterans
E01022655,7,Passive and Uncommitted Users
E01022656,5,e-Rational Utilitarians
E01022657,3,e-Veterans
E01022658,5,e-Rational Utilitarians
E01022659,3,e-Veterans
E01022660,8,Digital Seniors
E01022661,5,e-Rational Utilitarians
E01022662,5,e-Rational Utilitarians
E01022663,3,e-Veterans
E01022664,5,e-Rational Utilitarians
E01022665,6,e-Mainstream
E01022666,6,e-Mainstream
E01022667,6,e-Mainstream
E01022668,3,e-Veterans
E01022669,6,e-Mainstream
E01022670,6,e-Mainstream
E01022671,6,e-Mainstream
E01022672,6,e-Mainstream
E01022673,6,e-Mainstream
E01022674,6,e-Mainstream
E01022675,5,e-Rational Utilitarians
E01022676,5,e-Rational Utilitarians
E01022677,7,Passive and Uncommitted Users
E01022678,7,Passive and Uncommitted Users
E01022679,6,e-Mainstream
E01022680,7,Passive and Uncommitted Users
E01022681,7,Passive and Uncommitted Users
E01022682,5,e-Rational Utilitarians
E01022683,3,e-Veterans
E01022684,5,e-Rational Utilitarians
E01022685,8,Digital Seniors
E01022686,3,e-Veterans
E01022687,3,e-Veterans
E01022688,3,e-Veterans
E01022689,5,e-Rational Utilitarians
E01022690,6,e-Mainstream
E01022691,3,e-Veterans
E01022692,2,e-Professionals
E01022693,3,e-Veterans
E01022694,3,e-Veterans
E01022695,8,Digital Seniors
E01022696,8,Digital Seniors
E01022697,5,e-Rational Utilitarians
E01022698,5,e-Rational Utilitarians
E01022699,5,e-Rational Utilitarians
E01022700,6,e-Mainstream
E01022701,9,Settled Offline Communities
E01022702,3,e-Veterans
E01022703,6,e-Mainstream
E01022704,5,e-Rational Utilitarians
E01022705,5,e-Rational Utilitarians
E01022706,5,e-Rational Utilitarians
E01022707,3,e-Veterans
E01022708,3,e-Veterans
E01022709,5,e-Rational Utilitarians
E01022710,8,Digital Seniors
E01022711,7,Passive and Uncommitted Users
E01022712,3,e-Veterans
E01022713,5,e-Rational Utilitarians
E01022714,5,e-Rational Utilitarians
E01022715,6,e-Mainstream
E01022716,6,e-Mainstream
E01022717,3,e-Veterans
E01022718,5,e-Rational Utilitarians
E01022719,5,e-Rational Utilitarians
E01022720,3,e-Veterans
E01022721,5,e-Rational Utilitarians
E01022722,6,e-Mainstream
E01022723,6,e-Mainstream
E01022724,6,e-Mainstream
E01022725,5,e-Rational Utilitarians
E01022726,5,e-Rational Utilitarians
E01022727,5,e-Rational Utilitarians
E01022728,6,e-Mainstream
E01022729,3,e-Veterans
E01022730,8,Digital Seniors
E01022731,3,e-Veterans
E01022732,7,Passive and Uncommitted Users
E01022733,8,Digital Seniors
E01022734,7,Passive and Uncommitted Users
E01022735,6,e-Mainstream
E01022736,8,Digital Seniors
E01022737,6,e-Mainstream
E01022738,7,Passive and Uncommitted Users
E01022739,7,Passive and Uncommitted Users
E01022740,8,Digital Seniors
E01022741,5,e-Rational Utilitarians
E01022742,9,Settled Offline Communities
E01022743,5,e-Rational Utilitarians
E01022744,5,e-Rational Utilitarians
E01022745,5,e-Rational Utilitarians
E01022746,5,e-Rational Utilitarians
E01022747,5,e-Rational Utilitarians
E01022748,3,e-Veterans
E01022749,5,e-Rational Utilitarians
E01022750,5,e-Rational Utilitarians
E01022751,5,e-Rational Utilitarians
E01022752,3,e-Veterans
E01022753,3,e-Veterans
E01022754,3,e-Veterans
E01022755,5,e-Rational Utilitarians
E01022756,3,e-Veterans
E01022757,2,e-Professionals
E01022758,5,e-Rational Utilitarians
E01022759,8,Digital Seniors
E01022760,8,Digital Seniors
E01022761,8,Digital Seniors
E01022762,6,e-Mainstream
E01022763,8,Digital Seniors
E01022764,9,Settled Offline Communities
E01022765,8,Digital Seniors
E01022766,5,e-Rational Utilitarians
E01022767,6,e-Mainstream
E01022768,6,e-Mainstream
E01022769,6,e-Mainstream
E01022770,5,e-Rational Utilitarians
E01022771,3,e-Veterans
E01022772,3,e-Veterans
E01022773,3,e-Veterans
E01022774,3,e-Veterans
E01022776,3,e-Veterans
E01022777,9,Settled Offline Communities
E01022778,5,e-Rational Utilitarians
E01022780,3,e-Veterans
E01022781,5,e-Rational Utilitarians
E01022782,5,e-Rational Utilitarians
E01022783,5,e-Rational Utilitarians
E01022784,3,e-Veterans
E01022785,3,e-Veterans
E01022786,5,e-Rational Utilitarians
E01022787,6,e-Mainstream
E01022788,3,e-Veterans
E01022789,3,e-Veterans
E01022790,3,e-Veterans
E01022791,3,e-Veterans
E01022792,5,e-Rational Utilitarians
E01022793,3,e-Veterans
E01022794,5,e-Rational Utilitarians
E01022795,8,Digital Seniors
E01022796,9,Settled Offline Communities
E01022797,5,e-Rational Utilitarians
E01022798,8,Digital Seniors
E01022799,5,e-Rational Utilitarians
E01022800,8,Digital Seniors
E01022801,7,Passive and Uncommitted Users
E01022802,8,Digital Seniors
E01022803,7,Passive and Uncommitted Users
E01022804,7,Passive and Uncommitted Users
E01022805,7,Passive and Uncommitted Users
E01022806,6,e-Mainstream
E01022807,7,Passive and Uncommitted Users
E01022810,7,Passive and Uncommitted Users
E01022811,3,e-Veterans
E01022812,3,e-Veterans
E01022813,3,e-Veterans
E01022814,7,Passive and Uncommitted Users
E01022815,6,e-Mainstream
E01022816,6,e-Mainstream
E01022817,6,e-Mainstream
E01022818,7,Passive and Uncommitted Users
E01022819,6,e-Mainstream
E01022820,6,e-Mainstream
E01022823,8,Digital Seniors
E01022824,3,e-Veterans
E01022825,6,e-Mainstream
E01022826,5,e-Rational Utilitarians
E01022828,9,Settled Offline Communities
E01022829,5,e-Rational Utilitarians
E01022830,5,e-Rational Utilitarians
E01022831,6,e-Mainstream
E01022832,6,e-Mainstream
E01022833,7,Passive and Uncommitted Users
E01022834,7,Passive and Uncommitted Users
E01022835,6,e-Mainstream
E01022836,9,Settled Offline Communities
E01022837,5,e-Rational Utilitarians
E01022838,5,e-Rational Utilitarians
E01022839,7,Passive and Uncommitted Users
E01022840,7,Passive and Uncommitted Users
E01022841,7,Passive and Uncommitted Users
E01022842,6,e-Mainstream
E01022843,7,Passive and Uncommitted Users
E01022845,6,e-Mainstream
E01022846,3,e-Veterans
E01022847,3,e-Veterans
E01022848,5,e-Rational Utilitarians
E01022849,3,e-Veterans
E01022850,3,e-Veterans
E01022851,3,e-Veterans
E01022852,3,e-Veterans
E01022853,3,e-Veterans
E01022854,3,e-Veterans
E01022855,5,e-Rational Utilitarians
E01022856,5,e-Rational Utilitarians
E01022857,2,e-Professionals
E01022858,3,e-Veterans
E01022859,3,e-Veterans
E01022860,5,e-Rational Utilitarians
E01022861,3,e-Veterans
E01022862,3,e-Veterans
E01022863,5,e-Rational Utilitarians
E01022864,8,Digital Seniors
E01022865,3,e-Veterans
E01022867,3,e-Veterans
E01022868,5,e-Rational Utilitarians
E01022869,5,e-Rational Utilitarians
E01022870,5,e-Rational Utilitarians
E01022871,3,e-Veterans
E01022872,3,e-Veterans
E01022873,5,e-Rational Utilitarians
E01022874,3,e-Veterans
E01022875,6,e-Mainstream
E01022876,3,e-Veterans
E01022877,5,e-Rational Utilitarians
E01022878,5,e-Rational Utilitarians
E01022879,5,e-Rational Utilitarians
E01022880,5,e-Rational Utilitarians
E01022881,3,e-Veterans
E01022882,3,e-Veterans
E01022883,3,e-Veterans
E01022884,5,e-Rational Utilitarians
E01022885,3,e-Veterans
E01022887,5,e-Rational Utilitarians
E01022888,5,e-Rational Utilitarians
E01022889,5,e-Rational Utilitarians
E01022890,8,Digital Seniors
E01022891,3,e-Veterans
E01022892,5,e-Rational Utilitarians
E01022893,3,e-Veterans
E01022894,5,e-Rational Utilitarians
E01022895,3,e-Veterans
E01022896,3,e-Veterans
E01022897,3,e-Veterans
E01022898,3,e-Veterans
E01022899,7,Passive and Uncommitted Users
E01022900,7,Passive and Uncommitted Users
E01022901,7,Passive and Uncommitted Users
E01022902,7,Passive and Uncommitted Users
E01022903,7,Passive and Uncommitted Users
E01022904,7,Passive and Uncommitted Users
E01022905,10,e-Withdrawn
E01022906,7,Passive and Uncommitted Users
E01022907,9,Settled Offline Communities
E01022908,7,Passive and Uncommitted Users
E01022909,5,e-Rational Utilitarians
E01022910,6,e-Mainstream
E01022911,8,Digital Seniors
E01022913,7,Passive and Uncommitted Users
E01022914,7,Passive and Uncommitted Users
E01022915,7,Passive and Uncommitted Users
E01022916,7,Passive and Uncommitted Users
E01022917,10,e-Withdrawn
E01022918,9,Settled Offline Communities
E01022919,6,e-Mainstream
E01022920,5,e-Rational Utilitarians
E01022921,5,e-Rational Utilitarians
E01022922,3,e-Veterans
E01022924,5,e-Rational Utilitarians
E01022925,5,e-Rational Utilitarians
E01022926,5,e-Rational Utilitarians
E01022927,9,Settled Offline Communities
E01022928,5,e-Rational Utilitarians
E01022929,5,e-Rational Utilitarians
E01022930,9,Settled Offline Communities
E01022931,5,e-Rational Utilitarians
E01022933,7,Passive and Uncommitted Users
E01022934,7,Passive and Uncommitted Users
E01022935,9,Settled Offline Communities
E01022936,9,Settled Offline Communities
E01022937,8,Digital Seniors
E01022938,9,Settled Offline Communities
E01022939,9,Settled Offline Communities
E01022940,8,Digital Seniors
E01022941,5,e-Rational Utilitarians
E01022942,9,Settled Offline Communities
E01022943,5,e-Rational Utilitarians
E01022944,5,e-Rational Utilitarians
E01022945,9,Settled Offline Communities
E01022946,8,Digital Seniors
E01022947,3,e-Veterans
E01022948,6,e-Mainstream
E01022949,7,Passive and Uncommitted Users
E01022950,5,e-Rational Utilitarians
E01022951,5,e-Rational Utilitarians
E01022952,5,e-Rational Utilitarians
E01022953,8,Digital Seniors
E01022954,5,e-Rational Utilitarians
E01022955,5,e-Rational Utilitarians
E01022956,6,e-Mainstream
E01022957,8,Digital Seniors
E01022958,5,e-Rational Utilitarians
E01022959,7,Passive and Uncommitted Users
E01022960,6,e-Mainstream
E01022961,6,e-Mainstream
E01022962,6,e-Mainstream
E01022963,6,e-Mainstream
E01022964,7,Passive and Uncommitted Users
E01022965,7,Passive and Uncommitted Users
E01022966,7,Passive and Uncommitted Users
E01022967,10,e-Withdrawn
E01022968,7,Passive and Uncommitted Users
E01022969,7,Passive and Uncommitted Users
E01022970,7,Passive and Uncommitted Users
E01022971,6,e-Mainstream
E01022972,5,e-Rational Utilitarians
E01022973,7,Passive and Uncommitted Users
E01022974,3,e-Veterans
E01022975,9,Settled Offline Communities
E01022976,8,Digital Seniors
E01022977,5,e-Rational Utilitarians
E01022978,5,e-Rational Utilitarians
E01022979,5,e-Rational Utilitarians
E01022980,5,e-Rational Utilitarians
E01022981,9,Settled Offline Communities
E01022982,9,Settled Offline Communities
E01022983,9,Settled Offline Communities
E01022984,5,e-Rational Utilitarians
E01022985,5,e-Rational Utilitarians
E01022986,9,Settled Offline Communities
E01022987,9,Settled Offline Communities
E01022988,7,Passive and Uncommitted Users
E01022989,5,e-Rational Utilitarians
E01022990,5,e-Rational Utilitarians
E01022991,5,e-Rational Utilitarians
E01022992,5,e-Rational Utilitarians
E01022993,5,e-Rational Utilitarians
E01022994,5,e-Rational Utilitarians
E01022995,5,e-Rational Utilitarians
E01022996,5,e-Rational Utilitarians
E01022997,5,e-Rational Utilitarians
E01022998,5,e-Rational Utilitarians
E01022999,5,e-Rational Utilitarians
E01023000,5,e-Rational Utilitarians
E01023001,5,e-Rational Utilitarians
E01023002,8,Digital Seniors
E01023003,5,e-Rational Utilitarians
E01023004,5,e-Rational Utilitarians
E01023005,5,e-Rational Utilitarians
E01023006,7,Passive and Uncommitted Users
E01023007,8,Digital Seniors
E01023008,9,Settled Offline Communities
E01023009,3,e-Veterans
E01023010,6,e-Mainstream
E01023011,5,e-Rational Utilitarians
E01023012,5,e-Rational Utilitarians
E01023013,8,Digital Seniors
E01023014,8,Digital Seniors
E01023015,5,e-Rational Utilitarians
E01023016,5,e-Rational Utilitarians
E01023017,8,Digital Seniors
E01023018,7,Passive and Uncommitted Users
E01023019,6,e-Mainstream
E01023020,9,Settled Offline Communities
E01023021,5,e-Rational Utilitarians
E01023022,8,Digital Seniors
E01023023,8,Digital Seniors
E01023024,5,e-Rational Utilitarians
E01023025,5,e-Rational Utilitarians
E01023026,5,e-Rational Utilitarians
E01023027,8,Digital Seniors
E01023028,8,Digital Seniors
E01023029,7,Passive and Uncommitted Users
E01023030,5,e-Rational Utilitarians
E01023031,8,Digital Seniors
E01023032,8,Digital Seniors
E01023033,8,Digital Seniors
E01023034,9,Settled Offline Communities
E01023035,5,e-Rational Utilitarians
E01023036,9,Settled Offline Communities
E01023037,7,Passive and Uncommitted Users
E01023038,5,e-Rational Utilitarians
E01023039,9,Settled Offline Communities
E01023040,5,e-Rational Utilitarians
E01023041,5,e-Rational Utilitarians
E01023042,9,Settled Offline Communities
E01023043,5,e-Rational Utilitarians
E01023044,9,Settled Offline Communities
E01023045,5,e-Rational Utilitarians
E01023046,5,e-Rational Utilitarians
E01023047,3,e-Veterans
E01023048,3,e-Veterans
E01023049,3,e-Veterans
E01023050,3,e-Veterans
E01023051,5,e-Rational Utilitarians
E01023052,9,Settled Offline Communities
E01023053,9,Settled Offline Communities
E01023054,9,Settled Offline Communities
E01023055,7,Passive and Uncommitted Users
E01023056,9,Settled Offline Communities
E01023057,9,Settled Offline Communities
E01023058,7,Passive and Uncommitted Users
E01023059,5,e-Rational Utilitarians
E01023060,5,e-Rational Utilitarians
E01023061,9,Settled Offline Communities
E01023062,3,e-Veterans
E01023063,3,e-Veterans
E01023064,5,e-Rational Utilitarians
E01023065,9,Settled Offline Communities
E01023066,8,Digital Seniors
E01023067,5,e-Rational Utilitarians
E01023068,8,Digital Seniors
E01023069,8,Digital Seniors
E01023070,9,Settled Offline Communities
E01023071,6,e-Mainstream
E01023072,3,e-Veterans
E01023073,3,e-Veterans
E01023074,8,Digital Seniors
E01023075,6,e-Mainstream
E01023076,9,Settled Offline Communities
E01023077,7,Passive and Uncommitted Users
E01023078,9,Settled Offline Communities
E01023079,6,e-Mainstream
E01023080,6,e-Mainstream
E01023081,5,e-Rational Utilitarians
E01023082,6,e-Mainstream
E01023083,7,Passive and Uncommitted Users
E01023084,5,e-Rational Utilitarians
E01023085,8,Digital Seniors
E01023086,8,Digital Seniors
E01023087,2,e-Professionals
E01023088,8,Digital Seniors
E01023089,6,e-Mainstream
E01023090,3,e-Veterans
E01023091,6,e-Mainstream
E01023092,3,e-Veterans
E01023093,3,e-Veterans
E01023094,6,e-Mainstream
E01023095,6,e-Mainstream
E01023096,3,e-Veterans
E01023097,3,e-Veterans
E01023098,6,e-Mainstream
E01023099,7,Passive and Uncommitted Users
E01023100,3,e-Veterans
E01023101,3,e-Veterans
E01023102,3,e-Veterans
E01023103,3,e-Veterans
E01023104,6,e-Mainstream
E01023105,7,Passive and Uncommitted Users
E01023106,7,Passive and Uncommitted Users
E01023107,7,Passive and Uncommitted Users
E01023108,7,Passive and Uncommitted Users
E01023109,6,e-Mainstream
E01023110,6,e-Mainstream
E01023111,3,e-Veterans
E01023112,3,e-Veterans
E01023113,6,e-Mainstream
E01023114,3,e-Veterans
E01023115,3,e-Veterans
E01023116,3,e-Veterans
E01023117,3,e-Veterans
E01023118,6,e-Mainstream
E01023119,7,Passive and Uncommitted Users
E01023120,7,Passive and Uncommitted Users
E01023121,6,e-Mainstream
E01023122,6,e-Mainstream
E01023123,6,e-Mainstream
E01023124,3,e-Veterans
E01023125,3,e-Veterans
E01023128,7,Passive and Uncommitted Users
E01023129,6,e-Mainstream
E01023130,3,e-Veterans
E01023131,8,Digital Seniors
E01023132,6,e-Mainstream
E01023133,3,e-Veterans
E01023134,3,e-Veterans
E01023135,6,e-Mainstream
E01023136,3,e-Veterans
E01023137,3,e-Veterans
E01023138,6,e-Mainstream
E01023139,6,e-Mainstream
E01023140,6,e-Mainstream
E01023141,2,e-Professionals
E01023142,4,Youthful Urban Fringe
E01023143,3,e-Veterans
E01023144,4,Youthful Urban Fringe
E01023145,4,Youthful Urban Fringe
E01023146,6,e-Mainstream
E01023147,6,e-Mainstream
E01023148,6,e-Mainstream
E01023149,8,Digital Seniors
E01023150,6,e-Mainstream
E01023151,9,Settled Offline Communities
E01023152,9,Settled Offline Communities
